campaign_id,customer_id,campaign_date,channel,campaign_type,region,age,age_segment,gender,previous_spend,spend_tier,budget,duration_days,impressions,clicks,conversions,revenue,ctr,conversion_rate,roi
CMP-027,CUST-0665,2025-01-27,Email,Conversion,North,36,35-44,Male,430.81,Medium,2280.0,30,84754,3851,314,26485.51,0.0454,0.0815,10.6165
CMP-018,CUST-0666,2025-03-11,Display Ads,Conversion,West,30,25-34,Male,534.44,High,721.16,7,23271,315,21,934.06,0.0135,0.0667,0.2952
CMP-010,CUST-0667,2025-03-24,Email,Retargeting,West,39,35-44,Female,395.38,Medium,2834.92,21,57980,3344,282,25212.56,0.0577,0.0843,7.8936
CMP-019,CUST-0668,2025-05-17,Social Media,Consideration,West,22,18-24,Male,289.23,Medium,1536.38,30,30032,870,39,3426.02,0.029,0.0448,1.2299
CMP-015,CUST-0669,2025-03-21,Paid Search,Awareness,South,22,18-24,Female,1095.53,VIP,1047.29,14,47073,2647,110,7429.94,0.0562,0.0416,6.0944
CMP-006,CUST-0670,2025-01-16,Email,Retargeting,West,18,18-24,Male,311.56,Medium,1572.32,21,51579,2177,145,11822.94,0.0422,0.0666,6.5194
CMP-001,CUST-0671,2025-06-16,Social Media,Awareness,Central,37,35-44,Female,407.75,Medium,1910.91,10,89202,2096,95,18708.42,0.0235,0.0453,8.7903
CMP-001,CUST-0672,2025-04-19,Email,Conversion,South,41,35-44,Female,224.97,Medium,1178.0,21,66022,4219,376,49312.31,0.0639,0.0891,40.861
CMP-028,CUST-0673,2025-06-16,Influencer,Conversion,East,18,18-24,Female,279.58,Medium,1036.36,10,33215,794,53,6883.66,0.0239,0.0668,5.6422
CMP-030,CUST-0674,2025-03-23,Email,Consideration,South,42,35-44,Female,176.44,Low,1219.25,21,59989,3507,161,24783.72,0.0585,0.0459,19.327
CMP-030,CUST-0675,2025-02-27,Social Media,Awareness,West,30,25-34,Male,316.25,Medium,3399.79,14,171652,5241,271,40318.15,0.0305,0.0517,10.859
CMP-026,CUST-0676,2025-03-13,Influencer,Retargeting,South,39,35-44,Male,103.72,Low,1625.25,10,37624,996,76,12423.69,0.0265,0.0763,6.6442
CMP-018,CUST-0677,2025-03-01,Influencer,Conversion,Central,27,25-34,Female,30.43,Low,792.99,10,31707,620,31,4636.9,0.0196,0.05,4.8474
CMP-004,CUST-0678,2025-01-31,Email,Conversion,West,29,25-34,Male,287.23,Medium,3066.7,10,110889,4149,357,28683.77,0.0374,0.086,8.3533
CMP-014,CUST-0679,2025-05-06,Influencer,Conversion,East,28,25-34,Male,195.65,Low,3674.03,14,133125,1967,141,6360.7,0.0148,0.0717,0.7313
CMP-023,CUST-0680,2025-04-06,Paid Search,Awareness,Central,51,45-54,Female,318.98,Medium,4875.98,10,304743,10343,367,29053.76,0.0339,0.0355,4.9585
CMP-024,CUST-0681,2025-05-03,Influencer,Retargeting,North,31,25-34,Female,377.59,Medium,563.0,21,21535,519,46,7426.71,0.0241,0.0886,12.1913
CMP-031,CUST-0682,2025-02-09,Display Ads,Retargeting,Central,35,35-44,Female,326.57,Medium,4573.93,10,83296,1177,81,4752.49,0.0141,0.0688,0.039
CMP-007,CUST-0683,2025-06-22,Display Ads,Consideration,South,23,18-24,Female,195.63,Low,4704.02,14,109963,1158,44,3830.18,0.0105,0.038,-0.1858
CMP-004,CUST-0684,2025-01-12,Email,Conversion,Central,39,35-44,Female,616.4,High,3301.37,14,163857,8395,673,117571.42,0.0512,0.0802,34.6129
CMP-036,CUST-0685,2025-01-23,Social Media,Consideration,Central,36,35-44,Male,178.49,Low,4802.35,7,106230,3127,146,20861.92,0.0294,0.0467,3.3441
CMP-016,CUST-0686,2025-04-08,Social Media,Conversion,South,33,25-34,Female,492.62,Medium,1213.32,14,27588,564,34,2215.24,0.0204,0.0603,0.8258
CMP-019,CUST-0687,2025-06-14,Social Media,Consideration,North,19,18-24,Female,196.7,Low,2530.91,30,123002,4008,155,22424.02,0.0326,0.0387,7.8601
CMP-014,CUST-0688,2025-03-10,Influencer,Consideration,East,38,35-44,Male,286.98,Medium,2839.37,7,63184,2099,110,20512.28,0.0332,0.0524,6.2242
CMP-031,CUST-0689,2025-03-24,Email,Retargeting,East,19,18-24,Male,334.11,Medium,3402.94,7,165750,6520,553,45992.81,0.0393,0.0848,12.5156
CMP-023,CUST-0690,2025-06-01,Social Media,Consideration,South,34,25-34,Male,347.58,Medium,3718.32,30,174194,4255,201,26325.94,0.0244,0.0472,6.0801
CMP-026,CUST-0691,2025-04-18,Social Media,Conversion,South,35,35-44,Male,392.45,Medium,4104.25,21,221476,3746,203,25578.28,0.0169,0.0542,5.2321
CMP-022,CUST-0692,2025-04-28,Display Ads,Awareness,North,27,25-34,Male,133.37,Low,1151.91,21,14870,300,12,948.69,0.0202,0.04,-0.1764
CMP-014,CUST-0693,2025-05-03,Social Media,Conversion,South,25,25-34,Female,977.5,VIP,2021.85,10,80250,1566,121,18667.69,0.0195,0.0773,8.233
CMP-016,CUST-0694,2025-03-25,Display Ads,Awareness,South,23,18-24,Female,255.2,Medium,4325.99,14,155377,3421,83,4217.54,0.022,0.0243,-0.0251
CMP-002,CUST-0695,2025-06-06,Email,Retargeting,South,27,25-34,Male,140.04,Low,3995.67,30,257227,13275,985,64143.57,0.0516,0.0742,15.0533
CMP-022,CUST-0696,2025-01-09,Social Media,Awareness,South,31,25-34,Male,257.44,Medium,4998.79,14,155015,6013,266,38466.42,0.0388,0.0442,6.6951
CMP-007,CUST-0697,2025-06-25,Paid Search,Consideration,North,37,35-44,Male,186.01,Low,406.2,21,23280,1329,96,5610.8,0.0571,0.0722,12.8129
CMP-008,CUST-0698,2025-05-17,Paid Search,Conversion,West,18,18-24,Male,142.27,Low,891.61,14,27326,1413,122,18183.94,0.0517,0.0863,19.3945
CMP-030,CUST-0699,2025-06-03,Social Media,Consideration,North,43,35-44,Female,142.2,Low,1573.79,14,46680,1757,125,16313.71,0.0376,0.0711,9.3659
CMP-002,CUST-0700,2025-04-12,Social Media,Consideration,North,25,25-34,Female,585.16,High,1199.88,10,41206,1164,59,6058.97,0.0282,0.0507,4.0496
CMP-030,CUST-0701,2025-01-10,Paid Search,Consideration,Central,31,25-34,Female,419.02,Medium,3305.36,10,210774,10668,537,56413.87,0.0506,0.0503,16.0674
CMP-020,CUST-0702,2025-04-21,Social Media,Awareness,East,30,25-34,Female,930.82,VIP,4199.18,7,203233,4183,216,23396.34,0.0206,0.0516,4.5716
CMP-004,CUST-0703,2025-05-09,Social Media,Retargeting,West,31,25-34,Female,93.94,Low,3282.42,7,189473,8076,632,58196.76,0.0426,0.0783,16.7298
CMP-009,CUST-0704,2025-02-26,Social Media,Consideration,East,40,35-44,Male,353.26,Medium,3315.22,7,162599,5671,363,40839.27,0.0349,0.064,11.3187
CMP-031,CUST-0705,2025-05-08,Influencer,Awareness,East,25,25-34,Female,298.74,Medium,2931.37,10,65650,2249,96,11833.53,0.0343,0.0427,3.0369
CMP-032,CUST-0706,2025-03-22,Paid Search,Consideration,South,33,25-34,Female,311.87,Medium,3621.33,21,92484,3509,194,16538.51,0.0379,0.0553,3.567
CMP-016,CUST-0707,2025-02-25,Social Media,Retargeting,West,18,18-24,Female,447.52,Medium,5161.83,10,187484,4397,261,35922.87,0.0235,0.0594,5.9593
CMP-027,CUST-0708,2025-06-20,Social Media,Awareness,Central,30,25-34,Male,1620.22,VIP,2786.18,14,99383,4360,160,21614.38,0.0439,0.0367,6.7577
CMP-012,CUST-0709,2025-06-12,Paid Search,Awareness,Central,18,18-24,Female,200.3,Medium,3351.55,7,103498,2754,130,15047.1,0.0266,0.0472,3.4896
CMP-031,CUST-0710,2025-05-22,Paid Search,Conversion,North,32,25-34,Male,602.16,High,4537.68,30,252262,7139,656,98125.78,0.0283,0.0919,20.6247
CMP-019,CUST-0711,2025-03-03,Email,Awareness,Central,25,25-34,Male,74.02,Low,5068.11,10,187768,8786,400,33097.95,0.0468,0.0455,5.5306
CMP-001,CUST-0712,2025-01-19,Display Ads,Conversion,West,58,55+,Male,170.85,Low,4994.24,21,210356,1462,79,11059.19,0.007,0.054,1.2144
CMP-004,CUST-0713,2025-06-16,Social Media,Consideration,North,22,18-24,Male,390.46,Medium,2428.65,21,50264,2033,90,12915.28,0.0404,0.0443,4.3179
CMP-011,CUST-0714,2025-01-25,Social Media,Retargeting,South,50,45-54,Female,174.48,Low,3463.87,14,86275,2198,142,12286.11,0.0255,0.0646,2.5469
CMP-029,CUST-0715,2025-02-07,Social Media,Consideration,East,20,18-24,Male,375.52,Medium,1748.89,30,45836,1286,63,4902.65,0.0281,0.049,1.8033
CMP-029,CUST-0716,2025-06-13,Paid Search,Awareness,South,39,35-44,Female,827.0,High,485.82,10,14923,889,45,3991.08,0.0596,0.0506,7.2151
CMP-034,CUST-0717,2025-05-09,Social Media,Retargeting,South,49,45-54,Male,258.59,Medium,2888.19,14,111876,3384,237,42405.81,0.0302,0.07,13.6825
CMP-025,CUST-0718,2025-06-05,Email,Conversion,East,35,35-44,Female,581.37,High,3502.48,7,127020,6560,755,139048.49,0.0516,0.1151,38.7
CMP-015,CUST-0719,2025-01-18,Display Ads,Consideration,North,29,25-34,Female,72.35,Low,3033.43,14,102152,1623,92,14845.47,0.0159,0.0567,3.894
CMP-016,CUST-0720,2025-06-26,Social Media,Conversion,South,28,25-34,Female,196.31,Low,1210.54,21,63125,1421,89,11872.83,0.0225,0.0626,8.8079
